Country_Hide,Number of Records,Area,Country,countrycode,Consumption Segment,Level,pce_lcu,pce_ppp,pce_usd,"Sector Category or Product",Region
Togo,1,National,Togo,TGO,All,National,"5,890.87",20.01,11.89,Pharmaceutical products,Sub-Saharan Africa
Togo,1,National,Togo,TGO,All,National,"2,358.34",8.01,4.76,Medical goods and services,Sub-Saharan Africa
Togo,1,National,Togo,TGO,All,National,"3,377.92",11.47,6.82,Education,Sub-Saharan Africa
Togo,1,National,Togo,TGO,All,National,"4,710.96",16.00,9.51,Telephone equipment and services,Sub-Saharan Africa
Togo,1,National,Togo,TGO,All,National,54.56,0.19,0.11,Other ICT goods and services,Sub-Saharan Africa
Togo,1,National,Togo,TGO,All,National,204.19,0.69,0.41,Financial Services,Sub-Saharan Africa
Togo,1,National,Togo,TGO,All,National,"2,177.31",7.40,4.40,Water utilities,Sub-Saharan Africa
Togo,1,National,Togo,TGO,All,National,"3,708.13",12.60,7.49,"Appliances articles and products for personal care",Sub-Saharan Africa
Togo,1,National,Togo,TGO,All,National,"14,783.39",50.22,29.85,Other,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"334,719.20",513.85,237.51,All categories,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"78,032.23",119.79,55.37,Grains,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"6,199.75",9.52,4.40,Dairy,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"40,658.89",62.42,28.85,Meat and fish,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"55,119.78",84.62,39.11,Fruits and vegetables,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,208.09,0.32,0.15,Caterig,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"7,814.77",12.00,5.55,Alcohol beverages,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"9,441.54",14.49,6.70,Non-Alcohol beverages,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"26,467.42",40.63,18.78,Other food,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"17,380.00",26.68,12.33,Clothes,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"3,498.65",5.37,2.48,Footwear,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"7,544.41",11.58,5.35,Housing,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,494.80,0.76,0.35,Electricity,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,3.83,0.01,0.00,Gas,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"1,487.12",2.28,1.06,"Other sources (coal firewood etc.)",Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"14,416.63",22.13,10.23,Vehicles and other transport services,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"2,061.44",3.16,1.46,Fuel,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,420.71,0.65,0.30,Pharmaceutical products,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"4,301.94",6.60,3.05,Medical goods and services,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"6,977.34",10.71,4.95,Education,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"1,389.48",2.13,0.99,Telephone equipment and services,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"1,715.22",2.63,1.22,Other ICT goods and services,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,471.62,0.72,0.33,Financial Services,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,503.67,0.77,0.36,Water utilities,Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"5,857.49",8.99,4.16,"Appliances articles and products for personal care",Sub-Saharan Africa
Tanzania,1,National,Tanzania,TZA,All,National,"42,252.34",64.86,29.98,Other,Sub-Saharan Africa
Uganda,1,National,Uganda,UGA,All,National,"870,491.40",870.37,399.76,All categories,Sub-Saharan Africa
Uganda,1,National,Uganda,UGA,All,National,"72,138.62",72.13,33.13,Grains,Sub-Saharan Africa
Uganda,1,National,Uganda,UGA,All,National,"18,461.24",18.46,8.48,Dairy,Sub-Saharan Africa
Uganda,1,National,Uganda,UGA,All,National,"62,022.92",62.01,28.48,Meat and fish,Sub-Saharan Africa
Uganda,1,National,Uganda,UGA,All,National,"202,063.20",202.03,92.79,Fruits and vegetables,Sub-Saharan Africa
Uganda,1,National,Uganda,UGA,All,National,"26,435.64",26.43,12.14,Caterig,Sub-Saharan Africa
Uganda,1,National,Uganda,UGA,All,National,"9,326.51",9.33,4.28,Alcohol beverages,Sub-Saharan Africa
Uganda,1,National,Uganda,UGA,All,National,"7,634.35",7.63,3.51,Non-Alcohol beverages,Sub-Saharan Africa
Uganda,1,National,Uganda,UGA,All,National,"35,396.58",35.39,16.26,Other food,Sub-Saharan Africa
Uganda,1,National,Uganda,UGA,All,National,"24,953.05",24.95,11.46,Clothes,Sub-Saharan Africa
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"24,000,000.00","5,615.57","2,902.42",All categories,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"1,169,827.00",274.06,141.65,Grains,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"211,852.30",49.63,25.65,Dairy,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"2,007,299.00",470.25,243.05,Meat and fish,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"723,306.90",169.45,87.58,Fruits and vegetables,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"1,403,847.00",328.88,169.98,Caterig,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"292,183.80",68.45,35.38,Alcohol beverages,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"189,928.00",44.49,23.00,Non-Alcohol beverages,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"246,268.00",57.69,29.82,Other food,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"424,393.40",99.42,51.39,Clothes,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"113,023.40",26.48,13.69,Footwear,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"5,007,874.00","1,173.20",606.37,Housing,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"278,589.90",65.27,33.73,Electricity,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,0.00,0.00,0.00,Gas,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"111,256.70",26.06,13.47,"Other sources (coal firewood etc.)",East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"6,303,943.00","1,476.83",763.30,Vehicles and other transport services,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"1,904,078.00",446.07,230.55,Fuel,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"204,084.90",47.81,24.71,Pharmaceutical products,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"271,106.80",63.51,32.83,Medical goods and services,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"275,323.10",64.50,33.34,Education,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"331,088.80",77.56,40.09,Telephone equipment and services,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"331,510.70",77.66,40.14,Other ICT goods and services,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"2,226.78",0.52,0.27,Financial Services,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"67,143.17",15.73,8.13,Water utilities,East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"121,669.50",28.50,14.73,"Appliances articles and products for personal care",East Asia and Pacific
Lao PDR,1,National,Lao PDR,LAO,Middle,National,"1,980,000.00",463.53,239.58,Other,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"3,823,510.00","4,870.09","2,817.49",All categories,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"174,435.30",222.18,128.54,Grains,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"128,591.40",163.79,94.76,Dairy,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"281,656.10",358.75,207.55,Meat and fish,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"87,712.66",111.72,64.63,Fruits and vegetables,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"117,642.50",149.84,86.69,Caterig,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"25,652.83",32.67,18.90,Alcohol beverages,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"42,396.16",54.00,31.24,Non-Alcohol beverages,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"74,010.71",94.27,54.54,Other food,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"234,455.40",298.63,172.77,Clothes,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"104,249.10",132.78,76.82,Footwear,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"134,597.70",171.44,99.18,Housing,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"48,362.43",61.60,35.64,Electricity,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"1,743.08",2.22,1.28,Gas,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"51,103.07",65.09,37.66,"Other sources (coal firewood etc.)",East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"1,087,906.00","1,385.69",801.66,Vehicles and other transport services,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"410,630.70",523.03,302.59,Fuel,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"16,728.26",21.31,12.33,Pharmaceutical products,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"21,453.76",27.33,15.81,Medical goods and services,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"91,380.89",116.39,67.34,Education,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"162,869.30",207.45,120.02,Telephone equipment and services,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"89,526.55",114.03,65.97,Other ICT goods and services,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"27,902.84",35.54,20.56,Financial Services,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"29,093.91",37.06,21.44,Water utilities,East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"82,080.82",104.55,60.48,"Appliances articles and products for personal care",East Asia and Pacific
Mongolia,1,National,Mongolia,MNG,Middle,National,"297,328.20",378.71,219.10,Other,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"127,847.40","4,644.67","2,834.15",All categories,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"5,534.58",201.07,122.69,Grains,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"2,643.31",96.03,58.60,Dairy,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"10,455.52",379.85,231.78,Meat and fish,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"3,569.73",129.69,79.13,Fruits and vegetables,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"11,916.26",432.92,264.16,Caterig,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,345.58,12.55,7.66,Alcohol beverages,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"2,265.17",82.29,50.21,Non-Alcohol beverages,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"1,743.01",63.32,38.64,Other food,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"2,288.70",83.15,50.74,Clothes,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"1,059.48",38.49,23.49,Footwear,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"26,482.54",962.11,587.07,Housing,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"7,654.27",278.08,169.68,Electricity,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"1,444.07",52.46,32.01,Gas,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,146.93,5.34,3.26,"Other sources (coal firewood etc.)",East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"10,925.46",396.92,242.20,Vehicles and other transport services,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"4,190.42",152.24,92.89,Fuel,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,846.25,30.74,18.76,Pharmaceutical products,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"1,208.76",43.91,26.80,Medical goods and services,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"7,876.80",286.16,174.61,Education,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"5,154.99",187.28,114.28,Telephone equipment and services,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,652.07,23.69,14.46,Other ICT goods and services,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"3,677.63",133.61,81.53,Financial Services,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"1,557.52",56.58,34.53,Water utilities,East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"3,042.16",110.52,67.44,"Appliances articles and products for personal care",East Asia and Pacific
Philippines,1,National,Philippines,PHL,Middle,National,"11,166.21",405.67,247.53,Other,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,"10,312.04","5,261.24","3,792.58",All categories,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,"1,865.97",952.02,686.27,Grains,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,75.90,38.73,27.92,Dairy,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,"1,541.40",786.43,566.90,Meat and fish,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,"2,399.35","1,224.16",882.44,Fruits and vegetables,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,431.25,220.03,158.61,Caterig,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,33.53,17.11,12.33,Alcohol beverages,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,347.66,177.38,127.86,Non-Alcohol beverages,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,476.41,243.07,175.22,Other food,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,152.06,77.58,55.93,Clothes,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,43.52,22.20,16.00,Footwear,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,733.00,373.98,269.59,Housing,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,0.00,0.00,0.00,Electricity,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,0.00,0.00,0.00,Gas,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,0.00,0.00,0.00,"Other sources (coal firewood etc.)",East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,181.78,92.74,66.86,Vehicles and other transport services,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,28.45,14.51,10.46,Fuel,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,27.00,13.78,9.93,Pharmaceutical products,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,417.23,212.87,153.45,Medical goods and services,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,205.06,104.62,75.42,Education,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,77.17,39.37,28.38,Telephone equipment and services,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,1.02,0.52,0.37,Other ICT goods and services,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,14.09,7.19,5.18,Financial Services,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,0.00,0.00,0.00,Water utilities,East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,52.25,26.66,19.22,"Appliances articles and products for personal care",East Asia and Pacific
Papua New Guinea,1,National,Papua New Guinea,PNG,Middle,National,"1,207.92",616.29,444.25,Other,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"92,835.98","5,136.72","2,929.87",All categories,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"3,075.04",170.15,97.05,Grains,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"1,642.73",90.89,51.84,Dairy,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"4,567.17",252.71,144.14,Meat and fish,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"3,504.42",193.90,110.60,Fruits and vegetables,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"15,535.66",859.61,490.30,Caterig,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,968.86,53.61,30.58,Alcohol beverages,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"1,389.57",76.89,43.85,Non-Alcohol beverages,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"1,780.95",98.54,56.21,Other food,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"2,334.38",129.16,73.67,Clothes,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,497.98,27.55,15.72,Footwear,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"29,061.61","1,608.01",917.18,Housing,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"3,118.12",172.53,98.41,Electricity,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,353.47,19.56,11.16,Gas,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,59.30,3.28,1.87,"Other sources (coal firewood etc.)",East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"3,006.55",166.36,94.89,Vehicles and other transport services,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"8,553.52",473.28,269.95,Fuel,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,416.67,23.05,13.15,Pharmaceutical products,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,958.59,53.04,30.25,Medical goods and services,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,175.31,9.70,5.53,Education,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"3,742.50",207.08,118.11,Telephone equipment and services,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,27.93,1.55,0.88,Other ICT goods and services,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,340.48,18.84,10.75,Financial Services,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,847.00,46.87,26.73,Water utilities,East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"2,394.64",132.50,75.57,"Appliances articles and products for personal care",East Asia and Pacific
Thailand,1,National,Thailand,THA,Middle,National,"4,483.54",248.08,141.50,Other,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,"2,723.23","4,615.64","2,723.23",All categories,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,123.32,209.02,123.32,Grains,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,49.44,83.79,49.44,Dairy,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,220.88,374.37,220.88,Meat and fish,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,213.01,361.03,213.01,Fruits and vegetables,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,38.13,64.63,38.13,Caterig,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,25.48,43.19,25.48,Alcohol beverages,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,40.28,68.27,40.28,Non-Alcohol beverages,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,68.97,116.90,68.97,Other food,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,77.79,131.85,77.79,Clothes,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,37.00,62.71,37.00,Footwear,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,920.11,"1,559.50",920.11,Housing,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,46.51,78.84,46.51,Electricity,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,2.00,3.39,2.00,Gas,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,77.35,131.11,77.35,"Other sources (coal firewood etc.)",East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,253.51,429.67,253.51,Vehicles and other transport services,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,98.55,167.03,98.55,Fuel,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,0.00,0.00,0.00,Pharmaceutical products,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,0.00,0.00,0.00,Medical goods and services,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,111.81,189.51,111.81,Education,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,92.89,157.45,92.89,Telephone equipment and services,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,58.57,99.26,58.57,Other ICT goods and services,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,0.00,0.00,0.00,Financial Services,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,1.62,2.74,1.62,Water utilities,East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,0.00,0.00,0.00,"Appliances articles and products for personal care",East Asia and Pacific
Timor Leste,1,National,Timor Leste,TLS,Middle,National,166.00,281.36,166.00,Other,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"40,100,000.00","4,531.68","2,154.08",All categories,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"1,704,190.00",192.62,91.56,Grains,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"841,787.30",95.14,45.23,Dairy,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"4,248,761.00",480.23,228.27,Meat and fish,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"1,204,435.00",136.13,64.71,Fruits and vegetables,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"4,035,231.00",456.09,216.80,Caterig,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"318,875.00",36.04,17.13,Alcohol beverages,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"317,262.20",35.86,17.05,Non-Alcohol beverages,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"849,392.40",96.00,45.63,Other food,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"1,336,660.00",151.08,71.81,Clothes,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"351,625.80",39.74,18.89,Footwear,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"6,981,714.00",789.12,375.10,Housing,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"1,486,419.00",168.01,79.86,Electricity,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"624,344.70",70.57,33.54,Gas,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"31,530.37",3.56,1.69,"Other sources (coal firewood etc.)",East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"1,845,348.00",208.57,99.14,Vehicles and other transport services,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"2,138,997.00",241.77,114.92,Fuel,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"470,724.70",53.20,25.29,Pharmaceutical products,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"314,712.30",35.57,16.91,Medical goods and services,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"1,770,204.00",200.08,95.11,Education,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"1,894,181.00",214.09,101.77,Telephone equipment and services,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"188,301.00",21.28,10.12,Other ICT goods and services,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"390,526.70",44.14,20.98,Financial Services,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"258,016.40",29.16,13.86,Water utilities,East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"739,372.80",83.57,39.72,"Appliances articles and products for personal care",East Asia and Pacific
Vietnam,1,National,Vietnam,VNM,Middle,National,"5,750,000.00",650.03,308.98,Other,East Asia and Pacific
Albania,1,National,Albania,ALB,Middle,National,"284,770.70","4,922.49","2,739.87",All categories,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"17,271.49",298.55,166.17,Grains,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"25,791.79",445.83,248.15,Dairy,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"48,175.39",832.75,463.51,Meat and fish,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"44,198.28",764.00,425.25,Fruits and vegetables,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"11,467.97",198.23,110.34,Caterig,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"2,979.87",51.51,28.67,Alcohol beverages,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"7,162.48",123.81,68.91,Non-Alcohol beverages,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"15,427.79",266.68,148.44,Other food,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"5,643.13",97.55,54.29,Clothes,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"2,866.18",49.54,27.58,Footwear,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"5,315.63",91.88,51.14,Housing,Eastern Europe and Central Asia
Albania,1,National,Albania,ALB,Middle,National,"11,376.31",196.65,109.45,Electricity,Eastern Europe and Central Asia
